Province/State,Country/Region,Last Update,Latitude,Longitude,Confirmed,Deaths,Recovered
Liaoning,Mainland China,3/7/2020 14:53,41.2956,122.6085,125,1,107
Gansu,Mainland China,3/7/2020 15:03,36.0611,103.8343,120,2,87
"Jefferson County, WA",US,3/7/2020 16:43,47.7425,-123.304,1,0,0
"Jefferson County, WA",US,3/7/2020 16:43,47.7425,-123.304,1,0,0
"Jefferson County, WA",US,3/7/2020 16:43,47.7425,-123.304,1,0,0
"Lee County, FL",US,3/7/2020 16:43,26.663,-81.9535,2,0,0
"Rockland County, NY",US,3/7/2020 16:43,41.1489,-73.983,2,0,0
"Rockland County, NY",US,3/7/2020 16:43,41.1489,-73.983,2,0,0
"Cobb County, GA",US,3/7/2020 16:53,33.8999,-84.5641,1,0,0
"Cobb County, GA",US,3/7/2020 16:53,33.8999,-84.5641,1,0,0
"Floyd County, GA",US,3/7/2020 16:53,34.2829,-85.2308,2,0,0
"Fulton County, GA",US,3/7/2020 16:53,33.8034,-84.3963,3,0,0
"Fulton County, GA",US,3/7/2020 16:53,33.8034,-84.3963,3,0,0
"Pinal County, AZ",US,3/7/2020 17:13,32.8162,-111.2845,2,0,0
"Pinal County, AZ",US,3/7/2020 17:13,32.8162,-111.2845,2,0,0
"Pinal County, AZ",US,3/7/2020 17:13,32.8162,-111.2845,2,0,0
,Italy,3/7/2020 17:33,43,12,5883,233,589
Unknown,United Kingdom,3/7/2020 17:43,55,-3,206,0,18
,Iran,3/7/2020 17:43,32,53,5823,145,1669
,Germany,3/7/2020 17:43,51,9,799,0,18
,Spain,3/7/2020 17:43,40,-4,500,10,30
,Japan,3/7/2020 17:43,36,138,461,6,76
,Switzerland,3/7/2020 17:43,46.8182,8.2275,268,1,3
,Netherlands,3/7/2020 17:43,52.1326,5.2913,188,1,0
,Belgium,3/7/2020 17:53,50.8333,4,169,0,1
,Sweden,3/7/2020 17:53,63,16,161,0,0
,Norway,3/7/2020 17:53,60.472,8.4689,147,0,0
,Singapore,3/7/2020 17:53,1.2833,103.8333,138,0,78
,Austria,3/7/2020 17:53,47.5162,14.5501,46,0,0
,Bahrain,3/7/2020 18:13,26.0275,50.55,85,0,4
,Kuwait,3/7/2020 18:13,29.5,47.75,61,0,0
,Bahrain,3/7/2020 18:13,26.0275,50.55,85,0,4
,Iraq,3/7/2020 18:13,33,44,54,4,0
,Iceland,3/7/2020 18:13,64.9631,-19.0208,50,0,0
,Greece,3/7/2020 18:13,39.0742,21.8243,46,0,0
,India,3/7/2020 18:13,21,78,34,0,3
,Iceland,3/7/2020 18:13,64.9631,-19.0208,50,0,0
"New York County, NY",US,3/7/2020 18:23,40.7128,-74.006,11,0,0
"Saratoga County, NY",US,3/7/2020 18:23,43.0324,-73.936,2,0,0
"Saratoga County, NY",US,3/7/2020 18:23,43.0324,-73.936,2,0,0
"Saratoga County, NY",US,3/7/2020 18:23,43.0324,-73.936,2,0,0
"Westchester County, NY",US,3/7/2020 18:23,41.122,-73.7949,57,0,0
,Portugal,3/7/2020 18:33,39.3999,-8.2245,20,0,0
"Maricopa County, AZ",US,3/7/2020 19:53,33.2918,-112.4291,3,0,1
"Maricopa County, AZ",US,3/7/2020 19:53,33.2918,-112.4291,3,0,1
"Maricopa County, AZ",US,3/7/2020 19:53,33.2918,-112.4291,3,0,1
"Montgomery County, TX",US,3/7/2020 19:53,30.3213,-95.4778,0,0,0
"Montgomery County, TX",US,3/7/2020 19:53,30.3213,-95.4778,0,0,0
"Montgomery County, TX",US,3/7/2020 19:53,30.3213,-95.4778,0,0,0
"Jackson County, OR ",US,3/7/2020 20:03,42.3345,-122.7647,1,0,0
"Clark County, WA",US,3/7/2020 20:03,45.7466,-122.5194,1,0,0
"Clark County, WA",US,3/7/2020 20:03,45.7466,-122.5194,1,0,0
"Clark County, WA",US,3/7/2020 20:03,45.7466,-122.5194,1,0,0
"Fairfield County, CT",US,3/7/2020 20:13,41.256,-73.3709,2,0,0
"Klamath County, OR",US,3/7/2020 20:13,42.6953,-121.6142,1,0,0
"Klamath County, OR",US,3/7/2020 20:13,42.6953,-121.6142,1,0,0
"Klamath County, OR",US,3/7/2020 20:13,42.6953,-121.6142,1,0,0
"Madera County, CA",US,3/7/2020 20:13,37.2519,-119.6963,1,0,0
"Madera County, CA",US,3/7/2020 20:13,37.2519,-119.6963,1,0,0
"Madera County, CA",US,3/7/2020 20:13,37.2519,-119.6963,1,0,0
"Washington County, OR",US,3/7/2020 20:13,45.547,-123.1386,3,0,0
"King County, WA",US,3/7/2020 20:23,47.548,-121.9836,71,15,1
"Snohomish County, WA",US,3/7/2020 20:23,48.033,-121.8339,27,1,0
,France,3/7/2020 20:33,47,2,938,16,12
,Malta,3/7/2020 20:43,35.9375,14.3754,3,0,0
Chongqing,Mainland China,3/7/2020 23:23,30.0572,107.874,576,6,526
"Santa Clara County, CA",US,3/7/2020 23:43,37.3541,-121.9552,32,0,1
"Santa Cruz County, CA",US,3/7/2020 23:43,36.9741,-122.0308,1,0,0
"Los Angeles, CA",US,3/7/2020 23:53,34.0522,-118.2437,14,0,0
"San Francisco County, CA",US,3/7/2020 23:53,37.7749,-122.4194,9,0,0
"Jackson County, OR ",US,3/8/2020 0:13,42.3345,-122.7647,2,0,0
"Jackson County, OR ",US,3/8/2020 0:13,42.3345,-122.7647,2,0,0
Guangxi,Mainland China,3/8/2020 0:23,23.8298,108.7881,252,2,223
"Johnson County, KS",US,3/8/2020 0:33,38.8454,-94.8521,1,0,0
"Johnson County, KS",US,3/8/2020 0:33,38.8454,-94.8521,1,0,0
"Berkshire County, MA",US,3/8/2020 0:43,42.3118,-73.1822,1,0,0
"Berkshire County, MA",US,3/8/2020 0:43,42.3118,-73.1822,1,0,0
"Kittitas County, WA",US,3/8/2020 0:43,47.175,-120.9319,1,0,0
"Kittitas County, WA",US,3/8/2020 0:43,47.175,-120.9319,1,0,0
Guizhou,Mainland China,3/8/2020 1:13,26.8154,106.8748,146,2,117
"Los Angeles, CA",US,3/8/2020 1:13,34.0522,-118.2437,14,0,0
"Los Angeles, CA",US,3/8/2020 1:13,34.0522,-118.2437,14,0,0
Beijing,Mainland China,3/8/2020 1:23,40.1824,116.4142,428,8,308
"San Francisco County, CA",US,3/8/2020 1:23,37.7749,-122.4194,9,0,0
"San Francisco County, CA",US,3/8/2020 1:23,37.7749,-122.4194,9,0,0
"Okaloosa County, FL",US,3/8/2020 3:03,30.5773,-86.6611,1,0,0
"Okaloosa County, FL",US,3/8/2020 3:03,30.5773,-86.6611,1,0,0
"Volusia County, FL",US,3/8/2020 3:03,29.028,-81.0755,1,0,0
"Volusia County, FL",US,3/8/2020 3:03,29.028,-81.0755,1,0,0
Taiwan,Taiwan,3/8/2020 3:13,23.7,121,45,1,13
"New York County, NY",US,3/8/2020 4:13,40.7128,-74.006,12,0,0
"Polk County, GA",US,3/8/2020 4:13,34.0132,-85.1479,1,0,0
"Polk County, GA",US,3/8/2020 4:13,34.0132,-85.1479,1,0,0
"Fresno County, CA",US,3/8/2020 4:23,36.9859,-119.2321,1,0,0
"Fresno County, CA",US,3/8/2020 4:23,36.9859,-119.2321,1,0,0
Hainan,Mainland China,3/8/2020 4:33,19.1959,109.7453,168,6,159
Hainan,Mainland China,3/8/2020 4:33,19.1959,109.7453,168,6,159
Hainan,Mainland China,3/8/2020 4:33,19.1959,109.7453,168,6,159
Shanghai,Mainland China,3/8/2020 4:33,31.202,121.4491,342,3,314
,Pakistan,3/8/2020 4:53,30.3753,69.3451,6,0,1
,Pakistan,3/8/2020 4:53,30.3753,69.3451,6,0,1
,Afghanistan,3/8/2020 4:53,33,65,8,0,0
,Cambodia,3/8/2020 4:53,11.55,104.9167,2,0,1
,Afghanistan,3/8/2020 4:53,33,65,8,0,0
,Cambodia,3/8/2020 4:53,11.55,104.9167,2,0,1
,Cambodia,3/8/2020 4:53,11.55,104.9167,2,0,1
Henan,Mainland China,3/8/2020 5:03,33.882,113.614,1272,22,1247
Henan,Mainland China,3/8/2020 5:03,33.882,113.614,1272,22,1247
Henan,Mainland China,3/8/2020 5:03,33.882,113.614,1272,22,1247
Anhui,Mainland China,3/8/2020 5:13,31.8257,117.2264,990,6,984
Anhui,Mainland China,3/8/2020 5:13,31.8257,117.2264,990,6,984
Anhui,Mainland China,3/8/2020 5:13,31.8257,117.2264,990,6,984
Inner Mongolia,Mainland China,3/8/2020 5:13,44.0935,113.9448,75,1,70
Inner Mongolia,Mainland China,3/8/2020 5:13,44.0935,113.9448,75,1,70
Inner Mongolia,Mainland China,3/8/2020 5:13,44.0935,113.9448,75,1,70
Liaoning,Mainland China,3/8/2020 5:13,41.2956,122.6085,125,1,109
Liaoning,Mainland China,3/8/2020 5:13,41.2956,122.6085,125,1,109
,Mexico,3/8/2020 5:13,23,-102,7,0,1
,Luxembourg,3/8/2020 5:13,49.8144,6.1317,3,0,0
,Mexico,3/8/2020 5:13,23,-102,7,0,1
,Luxembourg,3/8/2020 5:13,49.8144,6.1317,3,0,0
British Columbia,Canada,3/8/2020 5:13,49.2827,-123.1207,27,0,4
New South Wales,Australia,3/8/2020 5:13,-33.8688,151.2093,38,3,4
,Costa Rica,3/8/2020 5:13,9.7489,-83.7534,5,0,0
,Faroe Islands,3/8/2020 5:13,61.8926,-6.9118,2,0,0
,Moldova,3/8/2020 5:13,47.4116,28.3699,1,0,0
,Faroe Islands,3/8/2020 5:13,61.8926,-6.9118,2,0,0
,Faroe Islands,3/8/2020 5:13,61.8926,-6.9118,2,0,0
,Algeria,3/8/2020 5:23,28.0339,1.6596,19,0,0
,Ecuador,3/8/2020 5:23,-1.8312,-78.1834,14,0,0
,Georgia,3/8/2020 5:23,42.3154,43.3569,13,0,0
,Peru,3/8/2020 5:23,-9.19,-75.0152,6,2,0
,Cameroon,3/8/2020 5:23,3.848,11.5021,2,0,0
,Cameroon,3/8/2020 5:23,3.848,11.5021,2,0,0
,Cameroon,3/8/2020 5:23,3.848,11.5021,2,0,0
,Cameroon,3/8/2020 5:23,3.848,11.5021,2,0,0
,Cameroon,3/8/2020 5:23,3.848,11.5021,2,0,0
Xinjiang,Mainland China,3/8/2020 5:33,41.1129,85.2401,76,3,73
Xinjiang,Mainland China,3/8/2020 5:33,41.1129,85.2401,76,3,73
Xinjiang,Mainland China,3/8/2020 5:33,41.1129,85.2401,76,3,73
Queensland,Australia,3/8/2020 5:43,-28.0167,153.4,15,0,8
Queensland,Australia,3/8/2020 5:43,-28.0167,153.4,15,0,8
Tasmania,Australia,3/8/2020 5:43,-41.4545,145.9707,2,0,0
Tasmania,Australia,3/8/2020 5:43,-41.4545,145.9707,2,0,0
Tasmania,Australia,3/8/2020 5:43,-41.4545,145.9707,2,0,0
"Manatee County, FL",US,3/8/2020 6:23,27.4799,-82.3452,1,0,0
"Unassigned Location, VT",US,3/8/2020 6:23,44.3378,-72.7563,1,0,0
Jiangxi,Mainland China,3/8/2020 6:53,27.614,115.7221,935,1,919
Zhejiang,Mainland China,3/8/2020 9:03,29.1832,120.0934,1215,1,1161
,Austria,3/8/2020 9:13,47.5162,14.5501,75,0,0
,Slovakia,3/8/2020 9:13,48.669,19.699,3,0,0
,Slovakia,3/8/2020 9:13,48.669,19.699,5,0,0
,Malta,3/8/2020 9:13,35.9375,14.3754,3,0,0
,Paraguay,3/8/2020 9:13,-23.4425,-58.4438,1,0,0
,Malta,3/8/2020 9:13,35.9375,14.3754,3,0,0
,Paraguay,3/8/2020 9:13,-23.4425,-58.4438,1,0,0
,Paraguay,3/8/2020 9:13,-23.4425,-58.4438,5,0,0
Jiangsu,Mainland China,3/8/2020 9:23,32.9711,119.455,631,0,612
,India,3/8/2020 9:23,21,78,39,0,3
Shandong,Mainland China,3/8/2020 10:03,36.3427,118.1498,758,6,642
,Finland,3/8/2020 10:03,64,26,35,1,1
,Indonesia,3/8/2020 10:03,-0.7893,113.9213,6,0,0
,Saudi Arabia,3/8/2020 10:13,24,45,11,0,0
,South Africa,3/8/2020 10:23,-30.5595,22.9375,3,0,0
,South Africa,3/8/2020 10:23,-30.5595,22.9375,3,0,0
"Riverside County, CA",US,3/8/2020 10:33,33.9533,-117.3961,1,0,0
"Riverside County, CA",US,3/8/2020 10:33,33.9533,-117.3961,1,0,0
,Latvia,3/8/2020 10:33,56.8796,24.6032,2,0,0
,Bangladesh,3/8/2020 10:53,23.685,90.3563,3,0,0
,Bangladesh,3/8/2020 10:53,23.685,90.3563,3,0,0
,Iran,3/8/2020 11:03,32,53,6566,194,2134
,Bulgaria,3/8/2020 11:13,42.7339,25.4858,4,0,0
"St. Louis County, MO",US,3/8/2020 11:23,38.6103,-90.4125,1,0,0
"St. Louis County, MO",US,3/8/2020 11:23,38.6103,-90.4125,1,0,0
Hunan,Mainland China,3/8/2020 12:53,27.6104,111.7088,1018,4,968
Sichuan,Mainland China,3/8/2020 12:53,30.6171,102.7103,539,3,464
,South Korea,3/8/2020 12:53,36,128,7314,50,118
,Singapore,3/8/2020 13:33,1.2833,103.8333,150,0,78
,Singapore,3/8/2020 13:33,1.2833,103.8333,150,0,78
,Netherlands,3/8/2020 13:43,52.1326,5.2913,265,3,0
"Washington, D.C.",US,3/8/2020 13:53,38.9072,-77.0369,2,0,0
"Washington, D.C.",US,3/8/2020 13:53,38.9072,-77.0369,2,0,0
,Sweden,3/8/2020 14:03,63,16,203,0,0
,San Marino,3/8/2020 14:23,43.9424,12.4578,27,1,0
,San Marino,3/8/2020 14:23,43.9424,12.4578,37,1,0
Gansu,Mainland China,3/8/2020 14:33,36.0611,103.8343,124,2,87
Cook Islands,New Zealand,3/8/2020 14:43,-21.2367,-159.7777,0,0,0
England,United Kingdom,3/8/2020 14:43,52.3555,-1.1743,0,11,0
Guangdong,Mainland China,3/8/2020 14:43,23.3417,113.4244,1352,7,1256
Guernsey,United Kingdom,3/8/2020 14:43,49.448196,-2.58949,0,0,0
Heilongjiang,Mainland China,3/8/2020 14:43,47.862,127.7615,481,13,412
Hong Kong,Hong Kong,3/8/2020 14:43,22.3,114.2,114,3,58
Hubei,Mainland China,3/8/2020 14:43,30.9756,112.2707,67707,2986,45235
Jersey,United Kingdom,3/8/2020 14:43,49.2138,-2.1358,0,0,0
Johor,Malaysia,3/8/2020 14:43,1.4854,103.7618,0,0,0
Kedah,Malaysia,3/8/2020 14:43,6.1184,100.3685,0,0,0
Kelantan,Malaysia,3/8/2020 14:43,6.1254,102.2381,0,0,0
Melaka,Malaysia,3/8/2020 14:43,2.1896,102.2501,0,0,0
Negeri Sembilan,Malaysia,3/8/2020 14:43,2.7258,101.9424,0,0,0
Niue,New Zealand,3/8/2020 14:43,-19.0544,-169.8672,0,0,0
Northern Ireland,United Kingdom,3/8/2020 14:43,54.7877,-6.4923,0,0,0
Pahang,Malaysia,3/8/2020 14:43,3.8126,103.3256,0,0,0
Perak,Malaysia,3/8/2020 14:43,4.5921,101.0901,0,0,0
Perlis,Malaysia,3/8/2020 14:43,6.4449,100.2048,0,0,0
Pitcairn Islands,United Kingdom,3/8/2020 14:43,-24.3768,-128.3242,0,0,0
Pulau Pinang,Malaysia,3/8/2020 14:43,5.4141,100.3288,0,0,0
Sabah,Malaysia,3/8/2020 14:43,5.9788,116.0753,0,0,0
Sarawak,Malaysia,3/8/2020 14:43,1.5533,110.3592,0,0,0
Scotland,United Kingdom,3/8/2020 14:43,56.4907,-4.2026,0,0,0
Selangor,Malaysia,3/8/2020 14:43,3.0738,101.5183,0,0,0
Shaanxi,Mainland China,3/8/2020 14:43,35.1917,108.8701,245,1,227
Shaanxi,Mainland China,3/8/2020 14:43,35.1917,108.8701,245,1,227
Terengganu,Malaysia,3/8/2020 14:43,5.3117,103.1324,0,0,0
Unknown,China,3/8/2020 14:43,,,0,0,0
Unknown,Malaysia,3/8/2020 14:43,,,0,0,0
Unknown,Ukraine,3/8/2020 14:43,,,0,0,0
W.P. Kuala Lumpur,Malaysia,3/8/2020 14:43,3.139,101.6869,0,0,0
W.P. Labuan,Malaysia,3/8/2020 14:43,5.2831,115.2308,0,0,0
W.P. Putrajaya,Malaysia,3/8/2020 14:43,2.9264,101.6964,0,0,0
Wales,United Kingdom,3/8/2020 14:43,52.1307,-3.7837,0,0,0
,Kiribati,3/8/2020 14:43,-3.3704,-168.734,0,0,0
,Palau,3/8/2020 14:43,7.515,134.5825,0,0,0
,Summer Olympics 2020,3/8/2020 14:43,35.6491,139.7737,0,0,0
,Tonga,3/8/2020 14:43,-21.179,-175.1982,0,0,0
,Winter Olympics 2022,3/8/2020 14:43,39.9042,116.4074,0,0,0
,Antarctica,3/8/2020 14:43,-71.9499,23.347,0,0,0
,"Korea, North",3/8/2020 14:43,40.3399,127.5101,0,0,0
,Nauru,3/8/2020 14:43,-0.5228,166.9315,0,0,0
,Tuvalu,3/8/2020 14:43,-7.1095,177.6493,0,0,0
,Japan,3/8/2020 14:53,36,138,502,6,76
,Denmark,3/8/2020 14:53,56.2639,9.5018,35,0,1
,Hungary,3/8/2020 15:03,47.1625,19.5033,7,0,0
"Lee County, FL",US,3/8/2020 15:33,26.663,-81.9535,2,1,0
"Lee County, FL",US,3/8/2020 15:33,26.663,-81.9535,2,1,0
"Santa Rosa County, FL",US,3/8/2020 15:33,30.769,-86.9824,1,1,0
"Santa Rosa County, FL",US,3/8/2020 15:33,30.769,-86.9824,1,1,0
,Kuwait,3/8/2020 15:33,29.5,47.75,64,0,1
,Kuwait,3/8/2020 15:33,29.5,47.75,64,0,1
,Chile,3/8/2020 15:43,-35.6751,-71.543,8,0,0
,Chile,3/8/2020 15:43,-35.6751,-71.543,8,0,0
"Montreal, QC",Canada,3/8/2020 16:03,45.5017,-73.5673,14,0,0
"Nassau County, NY",US,3/8/2020 16:03,40.6546,-73.5594,5,0,0
"Suffolk County, NY",US,3/8/2020 16:03,40.9849,-72.6151,1,0,0
"Suffolk County, NY",US,3/8/2020 16:03,40.9849,-72.6151,1,0,0
"Shelby County, TN",US,3/8/2020 16:13,35.1269,-89.9253,1,0,0
"Shelby County, TN",US,3/8/2020 16:13,35.1269,-89.9253,1,0,0
"Edmonton, Alberta",Canada,3/8/2020 16:23,53.5461,-113.4938,3,0,0
"Ulster County, NY",US,3/8/2020 16:23,41.8586,-74.3118,1,0,0
"Ulster County, NY",US,3/8/2020 16:23,41.8586,-74.3118,1,0,0
,Slovenia,3/8/2020 17:03,46.1512,14.9955,16,0,0
,Qatar,3/8/2020 17:03,25.3548,51.1839,15,0,0
,Slovenia,3/8/2020 17:03,46.1512,14.9955,16,0,0
,Philippines,3/8/2020 17:13,13,122,10,1,1
,Switzerland,3/8/2020 17:23,46.8182,8.2275,337,2,3
,Belgium,3/8/2020 17:23,50.8333,4,200,0,1
,Greece,3/8/2020 17:23,39.0742,21.8243,73,0,0
,Brazil,3/8/2020 17:23,-14.235,-51.9253,20,0,0
,Romania,3/8/2020 17:23,46,25,15,0,3
,Greece,3/8/2020 17:23,39.0742,21.8243,73,0,0
,Romania,3/8/2020 17:23,46,25,15,0,3
,Dominican Republic,3/8/2020 17:23,18.7357,-70.1627,5,0,0
,Dominican Republic,3/8/2020 17:23,18.7357,-70.1627,5,0,0
,Dominican Republic,3/8/2020 17:23,18.7357,-70.1627,5,0,0
,Dominican Republic,3/8/2020 17:23,18.7357,-70.1627,5,0,0
,Dominican Republic,3/8/2020 17:23,18.7357,-70.1627,5,0,0
"Fort Bend County, TX",US,3/8/2020 17:33,29.5693,-95.8143,6,0,0
"Fort Bend County, TX",US,3/8/2020 17:33,29.5693,-95.8143,6,0,0
"Grafton County, NH",US,3/8/2020 17:53,43.9088,-71.826,4,0,0
"Grafton County, NH",US,3/8/2020 17:53,43.9088,-71.826,4,0,0
"Rockingham County, NH",US,3/8/2020 17:53,42.9931,-71.0498,2,0,0
,Italy,3/8/2020 18:03,43,12,7375,366,622
,France,3/8/2020 18:03,47,2,1115,19,12
"Davidson County, TN",US,3/8/2020 18:03,36.1343,-86.822,1,0,0
"Davidson County, TN",US,3/8/2020 18:03,36.1343,-86.822,1,0,0
"Westchester County, NY",US,3/8/2020 18:03,41.122,-73.7949,83,0,0
,Lebanon,3/8/2020 18:13,33.8547,35.8623,32,0,1
,Lebanon,3/8/2020 18:13,33.8547,35.8623,32,0,1
,Egypt,3/8/2020 19:03,26,30,49,1,1
"Hendricks County, IN",US,3/8/2020 19:33,39.8065,-86.5401,1,0,0
"Hudson County, NJ",US,3/8/2020 19:43,40.7453,-74.0535,1,0,0
"Hudson County, NJ",US,3/8/2020 19:43,40.7453,-74.0535,1,0,0
"Marion County, OR",US,3/8/2020 19:43,44.8446,-122.5927,1,0,0
"Marion County, OR",US,3/8/2020 19:43,44.8446,-122.5927,1,0,0
"Washington County, OR",US,3/8/2020 19:43,45.547,-123.1386,8,0,0
"Washington County, OR",US,3/8/2020 19:43,45.547,-123.1386,8,0,0
"Douglas County, OR",US,3/8/2020 19:53,43.1261,-123.2492,1,0,0
"Douglas County, OR",US,3/8/2020 19:53,43.1261,-123.2492,1,0,0
,Czech Republic,3/8/2020 19:53,49.8175,15.473,31,0,0
,Portugal,3/8/2020 19:53,39.3999,-8.2245,30,0,0
,Vietnam,3/8/2020 19:53,16,108,30,0,16
,Czech Republic,3/8/2020 19:53,49.8175,15.473,31,0,0
,Portugal,3/8/2020 19:53,39.3999,-8.2245,30,0,0
,Vietnam,3/8/2020 19:53,16,108,30,0,16
,Senegal,3/8/2020 20:23,14.4974,-14.4524,4,0,1
,Senegal,3/8/2020 20:23,14.4974,-14.4524,4,0,1
,Senegal,3/8/2020 20:23,14.4974,-14.4524,4,0,1
,Senegal,3/8/2020 20:23,14.4974,-14.4524,4,0,1
,Senegal,3/8/2020 20:23,14.4974,-14.4524,4,0,1
"Cook County, IL",US,3/8/2020 20:23,41.7377,-87.6976,7,0,2
"Cook County, IL",US,3/8/2020 20:23,41.7377,-87.6976,7,0,2
"King County, WA",US,3/8/2020 20:23,47.548,-121.9836,83,17,1
"King County, WA",US,3/8/2020 20:23,47.548,-121.9836,83,17,1
,Spain,3/8/2020 20:33,40,-4,673,17,30
,Germany,3/8/2020 21:03,51,9,1040,0,18
,Norway,3/8/2020 21:03,60.472,8.4689,176,0,0
,Iraq,3/8/2020 21:03,33,44,60,6,0
,Israel,3/8/2020 21:03,31,35,34,0,0
,Republic of Ireland,3/8/2020 21:03,53.1424,-7.6921,21,0,0
,Ireland,3/8/2020 21:03,53.4167,-8,19,0,0
,Russia,3/8/2020 21:03,60,90,17,0,3
,Israel,3/8/2020 21:03,31,35,38,0,0
,Russia,3/8/2020 21:03,60,90,17,0,3
,Poland,3/8/2020 21:13,51.9194,19.1451,11,0,0
,Maldives,3/8/2020 21:13,3.2028,73.2207,4,0,0
,Tunisia,3/8/2020 21:13,33.8869,9.5375,2,0,0
,Maldives,3/8/2020 21:13,3.2028,73.2207,4,0,0
,Tunisia,3/8/2020 21:13,33.8869,9.5375,2,0,0
"Middlesex County, MA",US,3/8/2020 21:13,42.4672,-71.2874,7,0,0
"Middlesex County, MA",US,3/8/2020 21:13,42.4672,-71.2874,7,0,0
"Norfolk County, MA",US,3/8/2020 21:13,42.1767,-71.1449,6,0,0
"Norfolk County, MA",US,3/8/2020 21:13,42.1767,-71.1449,6,0,0
"Suffolk County, MA",US,3/8/2020 21:13,42.3601,-71.0589,8,0,1
"Suffolk County, MA",US,3/8/2020 21:13,42.3601,-71.0589,8,0,1
"Bergen County, NJ",US,3/8/2020 21:23,40.9263,-74.077,4,0,0
"Bergen County, NJ",US,3/8/2020 21:23,40.9263,-74.077,4,0,0
"Fairfield County, CT",US,3/8/2020 21:23,41.256,-73.3709,1,0,0
"Fairfield County, CT",US,3/8/2020 21:23,41.256,-73.3709,1,0,0
"Santa Clara County, CA",US,3/8/2020 21:23,37.3541,-121.9552,38,0,1
"Santa Clara County, CA",US,3/8/2020 21:23,37.3541,-121.9552,38,0,1
"Unknown Location, MA",US,3/8/2020 21:23,42.4072,-71.3824,1,0,0
"Unknown Location, MA",US,3/8/2020 21:23,42.4072,-71.3824,1,0,0
"Fairfax County, VA",US,3/8/2020 21:33,38.9085,-77.2405,2,0,0
"Fairfax County, VA",US,3/8/2020 21:33,38.9085,-77.2405,2,0,0
"Toronto, ON",Canada,3/8/2020 21:33,43.6532,-79.3832,28,0,3
"Clark County, NV",US,3/8/2020 21:43,36.0796,-115.094,2,0,0
"Clark County, NV",US,3/8/2020 21:43,36.0796,-115.094,2,0,0
"Contra Costa County, CA",US,3/8/2020 21:43,37.8534,-121.9018,12,0,0
"Contra Costa County, CA",US,3/8/2020 21:43,37.8534,-121.9018,12,0,0
"Montgomery County, PA",US,3/8/2020 21:43,40.229,-75.3879,4,0,0
"Pierce County, WA",US,3/8/2020 21:43,47.0676,-122.1295,4,0,0
"Pierce County, WA",US,3/8/2020 21:43,47.0676,-122.1295,4,0,0
"Snohomish County, WA",US,3/8/2020 21:43,48.033,-121.8339,31,1,0
"Snohomish County, WA",US,3/8/2020 21:43,48.033,-121.8339,31,1,0
"Washoe County, NV",US,3/8/2020 21:43,40.5608,-119.6035,2,0,0
"Washoe County, NV",US,3/8/2020 21:43,40.5608,-119.6035,2,0,0
"Harford County, MD",US,3/8/2020 21:53,39.5839,-76.3637,1,0,0
"Harford County, MD",US,3/8/2020 21:53,39.5839,-76.3637,1,0,0
"Montgomery County, MD",US,3/8/2020 21:53,39.1547,-77.2405,4,0,0
"Montgomery County, MD",US,3/8/2020 21:53,39.1547,-77.2405,4,0,0
"Spokane County, WA",US,3/8/2020 21:53,47.6587,-117.4225,1,0,0
"Spokane County, WA",US,3/8/2020 21:53,47.6587,-117.4225,1,0,0
Unknown,United Kingdom,3/8/2020 22:03,55,-3,273,0,18
,Argentina,3/8/2020 22:03,-38.4161,-63.6167,12,1,0
,Argentina,3/8/2020 22:03,-38.4161,-63.6167,12,1,0
Chongqing,Mainland China,3/8/2020 23:23,30.0572,107.874,576,6,527
"Kershaw County, SC",US,3/9/2020 0:03,34.3672,-80.5883,4,0,0
"Spartanburg County, SC",US,3/9/2020 0:03,34.8606,-81.9535,1,0,0
Guangxi,Mainland China,3/9/2020 0:23,23.8298,108.7881,252,2,230
"Jefferson County, KY",US,3/9/2020 0:23,38.1938,-85.6435,1,0,0
"Orange County, CA",US,3/9/2020 0:23,33.7879,-117.8531,4,0,0
Taiwan,Taiwan,3/9/2020 0:33,23.7,121,45,1,15
,France,3/9/2020 0:43,47,2,1401,25,12
"Douglas County, NE",US,3/9/2020 0:53,41.3148,-96.1951,3,0,0
Guizhou,Mainland China,3/9/2020 1:13,26.8154,106.8748,146,2,123
Hunan,Mainland China,3/9/2020 1:33,27.6104,111.7088,1018,4,979
Guangdong,Mainland China,3/9/2020 1:43,23.3417,113.4244,1352,8,1260
Beijing,Mainland China,3/9/2020 1:53,40.1824,116.4142,428,8,315
Jiangxi,Mainland China,3/9/2020 1:53,27.614,115.7221,935,1,923
"Honolulu County, HI",US,3/9/2020 3:43,21.307,-157.8584,2,0,0
"Shasta County, CA",US,3/9/2020 3:43,40.7909,-121.8474,1,0,0
"Cherokee County, GA",US,3/9/2020 3:53,34.2515,-84.4803,1,0,0
"Cobb County, GA",US,3/9/2020 3:53,33.8999,-84.5641,3,0,0
Shanghai,Mainland China,3/9/2020 4:03,31.202,121.4491,342,3,315
"Hendricks County, IN",US,3/9/2020 8:23,39.8065,-86.5401,2,0,0
"Placer County, CA",US,3/9/2020 8:23,39.0916,-120.8039,7,1,0
"Carver County, MN",US,3/9/2020 8:43,44.8254,-93.7842,1,0,0
"Grant County, WA",US,3/9/2020 8:43,47.1981,-119.3732,1,1,0
"Harrison County, KY",US,3/9/2020 8:43,38.4333,-84.3542,2,0,0
"Johnson County, IA",US,3/9/2020 8:43,41.6699,-91.5984,3,0,0
